Lambda,Wave_number,eV,Epsilon,Error_Epsilon,Observation,Number_id,Author,Reference_number,Year_publication,Comments
437.0,NULL,NULL,1100.00,NULL,NULL,77,CASON,297,1961,NULL
437.8,NULL,NULL,285.00,NULL,NULL,492,AICKIN,1452,1939,NULL
437.8,NULL,NULL,255.00,NULL,NULL,490,AICKIN,1452,1939,NULL
437.8,NULL,NULL,231.00,NULL,NULL,491,AICKIN,1452,1939,NULL
437.8,NULL,NULL,178.00,NULL,NULL,489,AICKIN,1452,1939,NULL
437.8,NULL,NULL,163.00,NULL,NULL,456,AICKIN,1452,1939,NULL
437.8,NULL,NULL,162.00,NULL,NULL,457,AICKIN,1452,1939,NULL
437.8,NULL,NULL,116.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
440.0,NULL,NULL,96000.00,NULL,NULL,28,KING,887,1968,NULL
440.0,NULL,NULL,2700.00,NULL,NULL,78,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
440.0,NULL,NULL,1800.00,NULL,NULL,66,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
440.0,NULL,NULL,650.00,NULL,NULL,11,KING,887,1968,NULL
440.0,NULL,NULL,650.00,NULL,NULL,11,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
440.0,NULL,NULL,246.00,NULL,NULL,13,KING,887,1968,NULL
440.0,NULL,NULL,143.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
440.0,NULL,NULL,121.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
440.0,NULL,NULL,97.00,NULL,NULL,28,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
440.0,NULL,NULL,10.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
441.0,NULL,NULL,130.00,NULL,"isosb. Br2/Br3(-) (aq)",152,LENGYEL,1129,1989,NULL
441.0,NULL,NULL,130.00,NULL,"isosb. Br2/Br3(-) (aq)",146,LENGYEL,1129,1989,NULL
441.5,NULL,NULL,272.00,NULL,NULL,492,AICKIN,1452,1939,NULL
441.5,NULL,NULL,248.00,NULL,NULL,490,AICKIN,1452,1939,NULL
441.5,NULL,NULL,229.00,NULL,NULL,491,AICKIN,1452,1939,NULL
441.5,NULL,NULL,164.00,NULL,NULL,489,AICKIN,1452,1939,NULL
441.5,NULL,NULL,156.00,NULL,NULL,456,AICKIN,1452,1939,NULL
441.5,NULL,NULL,154.00,NULL,NULL,457,AICKIN,1452,1939,NULL
441.5,NULL,NULL,111.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
444.0,NULL,NULL,83.00,NULL,"isosb. Br2/Br3(-) (aq)",146,RÁBAI,2986,1981,"it says 544 nm but it should be 444 nm"
444.0,NULL,NULL,83.00,NULL,"isosb. Br2/Br3(-) (aq)",152,RÁBAI,2986,1981,"it says 544 nm but it should be 444 nm."
445.0,NULL,NULL,1732.00,NULL,NULL,66,RAMETTE,4984,1987,"does not give ref."
446.0,NULL,NULL,111.00,NULL,"isosb. Br2/Br3(-) (aq)",146,SANT'ANNA,6373,2015,"citing Côrtes, 6160(2004)"
446.0,NULL,NULL,111.00,NULL,"isosb. Br2/Br3(-) (aq)",152,SANT'ANNA,6373,2015,"citing Côrtes, 6160(2004)"
446.0,NULL,NULL,111.00,NULL,"isosb. Br2/Br3(-) (aq)",152,"CORTES, FARIA",6160,2004,"determination by adjusting Raphael's data"
446.0,NULL,NULL,111.00,NULL,"isosb. Br2/Br3(-) (aq)",146,"CORTES, FARIA",6160,2004,"determination by adjusting Raphael's data"
448.0,NULL,NULL,255.00,NULL,NULL,492,AICKIN,1452,1939,NULL
448.0,NULL,NULL,232.00,NULL,NULL,490,AICKIN,1452,1939,NULL
448.0,NULL,NULL,216.00,NULL,NULL,491,AICKIN,1452,1939,NULL
448.0,NULL,NULL,150.00,NULL,NULL,489,AICKIN,1452,1939,NULL
448.0,NULL,NULL,148.00,NULL,NULL,456,AICKIN,1452,1939,NULL
448.0,NULL,NULL,141.00,NULL,NULL,457,AICKIN,1452,1939,NULL
448.0,NULL,NULL,103.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
448.0,NULL,NULL,NULL,NULL,"isosb. Br2/Br3(-) (aq)",146,RAPHAEL,2184,1988,"2M HClO4"
448.0,NULL,NULL,NULL,NULL,"isosb. Br2/Br3(-) (aq)",152,RAPHAEL,2184,1988,"2M HClO4"
450.0,NULL,NULL,850.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
450.0,NULL,NULL,534.00,NULL,NULL,146,GUTMANN,1433,1968," measuring by the figure"
450.0,NULL,NULL,106.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
450.0,NULL,NULL,104.00,NULL,"isosb. Br2/Br3(-) (aq)",146,SZEL,5973,2014,"studying the bromide-periodate reaction"
450.0,NULL,NULL,104.00,NULL,"isosb. Br2/Br3(-) (aq)",152,SZEL,5973,2014,"studying the bromide-periodate reaction"
450.0,NULL,NULL,102.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
450.0,NULL,NULL,100.00,NULL,NULL,155,FORSTERLING,3017,1990,NULL
450.0,NULL,NULL,96.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
450.0,NULL,NULL,38.00,NULL,NULL,86,HART,3614,1983,NULL
450.0,NULL,NULL,7.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
450.0,NULL,NULL,NULL,NULL,max.,11,KATZIN,392,1953,"he cites the range from 450 to 460 nm"
452.5,NULL,NULL,NULL,NULL,"very weak shoulder",405,LEVASON,1425,1990,"in matrix of N2(s) at 12 K"
454.0,0,0.0,1083.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,DOZSA,6520,1976,"outlier, one of the first determine from this isosbestic point"
454.0,0,0.0,1083.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,DOZSA,6520,1976,"outlier, one of the first determine from this isosbestic point"
454.0,NULL,NULL,937.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
454.0,NULL,NULL,234.00,NULL,NULL,492,AICKIN,1452,1939,NULL
454.0,NULL,NULL,218.00,NULL,NULL,490,AICKIN,1452,1939,NULL
454.0,NULL,NULL,206.00,NULL,NULL,491,AICKIN,1452,1939,NULL
454.0,NULL,NULL,139.00,NULL,NULL,456,AICKIN,1452,1939,NULL
454.0,NULL,NULL,137.00,NULL,NULL,489,AICKIN,1452,1939,NULL
454.0,NULL,NULL,133.00,NULL,NULL,457,AICKIN,1452,1939,NULL
458.7,NULL,NULL,861.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
458.7,NULL,NULL,228.00,NULL,NULL,492,AICKIN,1452,1939,NULL
458.7,NULL,NULL,209.00,NULL,NULL,490,AICKIN,1452,1939,NULL
458.7,NULL,NULL,199.00,NULL,NULL,491,AICKIN,1452,1939,NULL
458.7,NULL,NULL,133.00,NULL,NULL,456,AICKIN,1452,1939,NULL
458.7,NULL,NULL,128.00,NULL,NULL,457,AICKIN,1452,1939,NULL
458.7,NULL,NULL,127.00,NULL,NULL,489,AICKIN,1452,1939,NULL
460.0,NULL,NULL,975.00,NULL,NULL,66,AWTREY,1842,1951,NULL
460.0,NULL,NULL,972.00,NULL,NULL,66,PALMER,149,1984,NULL
460.0,NULL,NULL,955.00,NULL,NULL,66,THOMAS,689,1980,NULL
460.0,NULL,NULL,770.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,"CHINAKE e SIMOYI",4078,1996,NULL
460.0,NULL,NULL,770.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,"CHINAKE e SIMOYI",4078,1996,NULL
460.0,NULL,NULL,770.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,"CHINAKE e SIMOYI",4078,1996,NULL
460.0,0,0.0,770.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,"Chikwana ... Simoyi",6512,2009,"says he figured it out himself"
460.0,0,0.0,770.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,"Chikwana ... Simoyi",6512,2009,"says he figured it out himself"
460.0,NULL,NULL,750.00,NULL,max.,11,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
460.0,NULL,NULL,746.00,NULL,max,11,AWTREY,1842,1951,NULL
460.0,NULL,NULL,740.00,NULL,NULL,11,"RABAI e BECK",975,1987,NULL
460.0,0,NULL,740.00,NULL,max.,11,SANT'ANNA,6374,2013,"chlorate-iodine-ozone clock reaction"
460.0,0,NULL,740.00,NULL,max.,11,SANT'ANNA,6314,2014,"chlorate-iodine-ac nitrous clock reaction"
460.0,NULL,NULL,730.90,NULL,NULL,11,PALMER,149,1984,NULL
460.0,NULL,NULL,728.00,NULL,max,11,CASON,297,1961,NULL
460.0,NULL,NULL,91.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
460.0,NULL,NULL,72.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
460.0,NULL,NULL,4.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
460.0,NULL,NULL,NULL,NULL,NULL,11,PAQUETTE,684,1985,NULL
462.0,NULL,NULL,1030.00,NULL,NULL,66,ALLEN,353,1955,NULL
462.0,NULL,NULL,742.00,NULL,NULL,11,ALLEN,353,1955,NULL
462.0,NULL,NULL,NULL,NULL,max.,11,CUSTER,413,1949,"cit. for Allen, 353 (1955)"
465.1,NULL,NULL,783.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
465.1,NULL,NULL,215.00,NULL,NULL,492,AICKIN,1452,1939,NULL
465.1,NULL,NULL,190.00,NULL,NULL,490,AICKIN,1452,1939,NULL
465.1,NULL,NULL,184.00,NULL,NULL,491,AICKIN,1452,1939,NULL
465.1,NULL,NULL,127.00,NULL,NULL,456,AICKIN,1452,1939,NULL
465.1,NULL,NULL,119.00,NULL,NULL,457,AICKIN,1452,1939,NULL
467.0,NULL,NULL,85.00,NULL,NULL,146,LENGYEL,1129,1989,NULL
468.0,NULL,NULL,750.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,CSEKO,6379,2019,"it does not say how it was obtained nor does it give the ref."
468.0,NULL,NULL,750.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,CSEKO,6379,2019,"it does not say how it was obtained nor does it give the ref."
468.0,NULL,NULL,750.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,XU,6549,2020,"quoting Rabai, 4615 (but Rabai gives the value 740)"
468.0,NULL,NULL,750.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,XU,6549,2020,"quoting Rabai, 4615 (but Rabai gives the value of 740)"
468.0,NULL,NULL,750.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,CSEKO,6381,2019,"modeling TODO-iodate clock reaction"
468.0,NULL,NULL,750.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,CSEKO,6381,2019,"modeling TDO-iodate clock reaction"
468.0,NULL,NULL,747.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,CSEKO,5861,2015,"it does not say how it was obtained nor does it give the ref."
468.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,"LENGYEL, RÁBAI, EPSTEIN",2282,1990,NULL
468.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,"LENGYEL, RÁBAI, EPSTEIN",2282,1990,NULL
468.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,RABAI&BECK,4615,1985,"it does not say how it was obtained nor does it give the ref."
468.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,RABAI&BECK,4615,1985,"it does not say how it was obtained nor does it give a ref."
469.0,NULL,NULL,730.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,KERN,712,1965,NULL
469.0,NULL,NULL,730.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,KERN,712,1965,NULL
470.0,NULL,NULL,2855.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
470.0,NULL,NULL,1458.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
470.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,FARIA,1952,1992,"quoting Rueben, private communication"
470.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,FARIA,1952,1992,"quoting Rueben, private communication"
470.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,FARIA,1953,1992,"quoting Rueben, private communication"
470.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,FARIA,1953,1992,"quoting Rueben, private communication"
470.0,NULL,NULL,630.00,NULL,"Prim. isosb. I2/I3(-) log(epsilon) = 2,8",66,AWTREY,1842,1951,"reading from graph, curves intersect"
470.0,NULL,NULL,630.00,NULL,"Prim. isosb. I2/I3(-) log(epsilon) = 2,8",11,AWTREY,1842,1951,"reading from graph, curves intersect"
470.0,NULL,NULL,105.00,NULL,NULL,205,DIEBLER,1406,1964,"[Mn3+]=2.5e-4M in 1M HClO4, varies with concs"
470.0,NULL,NULL,85.00,NULL,NULL,205,DIEBLER,1406,1964,"limit value for conc.>1e-3 in 2M HClO4"
470.0,NULL,NULL,78.00,NULL,NULL,205,DIEBLER,1406,1964,"limit value for conc.>5e-4 in 4M HClO4"
470.0,NULL,NULL,77.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
470.0,NULL,NULL,68.00,NULL,NULL,205,DIEBLER,1406,1964,"conc-independent value in 6M HClO4"
470.0,NULL,NULL,48.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
470.0,NULL,NULL,2.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
472.2,NULL,NULL,672.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
472.2,NULL,NULL,196.00,NULL,NULL,492,AICKIN,1452,1939,NULL
472.2,NULL,NULL,176.00,NULL,NULL,491,AICKIN,1452,1939,NULL
472.2,NULL,NULL,166.00,NULL,NULL,490,AICKIN,1452,1939,NULL
472.2,NULL,NULL,119.00,NULL,NULL,456,AICKIN,1452,1939,NULL
472.2,NULL,NULL,111.00,NULL,NULL,457,AICKIN,1452,1939,NULL
472.2,NULL,NULL,110.00,NULL,NULL,489,AICKIN,1452,1939,NULL
474.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",66,RUEBEN,0,1990,unpublished
474.0,NULL,NULL,740.00,NULL,"Prim. isosb. I2/I3(-) (aq)",11,RUEBEN,0,1990,unpublished
474.0,0,NULL,NULL,NULL,max.,177,ALVES,6309,2004,NULL
475.0,NULL,NULL,1500.00,NULL,shoulder,78,TROY,1163,1991,"reading from figure 3"
475.0,NULL,NULL,990.00,NULL,max.,177,BARAT,3872,1972,"flash photolysis of bromate in neutral medium"
475.0,NULL,NULL,NULL,NULL,max.,177,BUXTON,741,1968,"alkaline bromate pulse radiolysis"
475.0,NULL,NULL,NULL,NULL,max.,177,AMICHAI,3660,1970,"BrO3(-)aq pulse radiolysis"
475.0,NULL,NULL,NULL,NULL,max.,177,KLÄNING,4147,1984,NULL
476.8,NULL,NULL,620.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
476.8,NULL,NULL,183.00,NULL,NULL,492,AICKIN,1452,1939,NULL
476.8,NULL,NULL,159.00,NULL,NULL,491,AICKIN,1452,1939,NULL
476.8,NULL,NULL,153.00,NULL,NULL,490,AICKIN,1452,1939,NULL
476.8,NULL,NULL,115.00,NULL,NULL,456,AICKIN,1452,1939,NULL
476.8,NULL,NULL,108.00,NULL,NULL,457,AICKIN,1452,1939,NULL
476.8,NULL,NULL,104.00,NULL,NULL,489,AICKIN,1452,1939,NULL
480.0,NULL,NULL,994.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
480.0,NULL,NULL,945.00,NULL,NULL,205,OU,1403,1991,"in 2M HClO4"
480.0,NULL,NULL,800.00,NULL,max.,246,BARAT,3872,1972,"pulse radiolysis, neutral medium, estimated epsilon value"
480.0,NULL,NULL,110.00,NULL,NULL,205,OU,1403,1991,"in 2M H2SO4"
480.0,NULL,NULL,63.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
480.0,NULL,NULL,57.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
480.0,NULL,NULL,27.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
480.0,NULL,NULL,7.00,NULL,NULL,86,TAUBE,3617,1957,NULL
481.0,NULL,NULL,864.00,NULL,NULL,489,AICKIN,1452,1939,NULL
481.0,NULL,NULL,559.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
481.0,NULL,NULL,169.00,NULL,NULL,492,AICKIN,1452,1939,NULL
481.0,NULL,NULL,150.00,NULL,NULL,491,AICKIN,1452,1939,NULL
481.0,NULL,NULL,142.00,NULL,NULL,490,AICKIN,1452,1939,NULL
481.0,NULL,NULL,108.00,NULL,NULL,456,AICKIN,1452,1939,NULL
481.0,NULL,NULL,100.00,NULL,NULL,457,AICKIN,1452,1939,NULL
486.5,NULL,NULL,942.00,NULL,NULL,457,AICKIN,1452,1939,NULL
486.5,NULL,NULL,835.00,NULL,NULL,489,AICKIN,1452,1939,NULL
486.5,NULL,NULL,505.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
486.5,NULL,NULL,161.00,NULL,NULL,492,AICKIN,1452,1939,NULL
486.5,NULL,NULL,141.00,NULL,NULL,491,AICKIN,1452,1939,NULL
486.5,NULL,NULL,131.00,NULL,NULL,490,AICKIN,1452,1939,NULL
486.5,NULL,NULL,103.00,NULL,NULL,456,AICKIN,1452,1939,NULL
488.0,NULL,NULL,975.00,NULL,NULL,177,FIELD,5400,1986,NULL
488.0,NULL,NULL,975.00,NULL,NULL,177,BUXTON,741,1968,"cit.p/Försterling,740(1980)"
490.0,NULL,NULL,209000.00,NULL,max.,304,BUXTON,1246,1985,"I stop here"
490.0,NULL,NULL,954.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
490.0,NULL,NULL,900.00,NULL,max,304,AMICHAI,1506,1970,"cit.p/Buxton,1246(1985) who disagrees"
490.0,NULL,NULL,830.00,NULL,max.,246,BARAT,3872,1972,"Flash photolysis, neutral medium, with bicarbonate"
490.0,0,NULL,600.00,NULL,NULL,336,BARAT,3872,1972,"quoting Weeks (1966)"
490.0,NULL,NULL,50.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
490.0,NULL,NULL,43.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
490.0,NULL,NULL,23.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
491.9,NULL,NULL,980.00,NULL,NULL,456,AICKIN,1452,1939,NULL
491.9,NULL,NULL,872.00,NULL,NULL,457,AICKIN,1452,1939,NULL
491.9,NULL,NULL,725.00,NULL,NULL,489,AICKIN,1452,1939,NULL
491.9,NULL,NULL,448.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
491.9,NULL,NULL,151.00,NULL,NULL,492,AICKIN,1452,1939,NULL
491.9,NULL,NULL,134.00,NULL,NULL,491,AICKIN,1452,1939,NULL
491.9,NULL,NULL,122.00,NULL,NULL,490,AICKIN,1452,1939,NULL
495.8,NULL,NULL,925.00,NULL,NULL,456,AICKIN,1452,1939,NULL
495.8,NULL,NULL,806.00,NULL,NULL,457,AICKIN,1452,1939,NULL
495.8,NULL,NULL,676.00,NULL,NULL,489,AICKIN,1452,1939,NULL
495.8,NULL,NULL,403.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
495.8,NULL,NULL,146.00,NULL,NULL,492,AICKIN,1452,1939,NULL
495.8,NULL,NULL,122.00,NULL,NULL,491,AICKIN,1452,1939,NULL
495.8,NULL,NULL,108.00,NULL,NULL,490,AICKIN,1452,1939,NULL
496.0,NULL,NULL,921.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
496.0,NULL,NULL,394.00,NULL,max.,13,KING,887,1968,"not sure about the lambda. In CCl4?"
496.0,NULL,NULL,390.00,NULL,NULL,13,GILLAM,889,1929,"not sure about the lambda. In CCl4?"
496.0,NULL,NULL,36.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
500.0,NULL,NULL,1446.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
500.0,NULL,NULL,1083.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
500.0,NULL,NULL,894.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
500.0,NULL,NULL,466.00,NULL,NULL,11,KING,887,1968,NULL
500.0,NULL,NULL,373.00,NULL,NULL,146,SIRIMUNGKALA,3673,1999,NULL
500.0,NULL,NULL,179.00,NULL,NULL,86,HART,3614,1983,NULL
500.0,NULL,NULL,37.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
500.0,NULL,NULL,34.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
500.0,NULL,NULL,27.00,NULL,NULL,165,SIRIMUNGKALA,3673,1999,NULL
500.0,NULL,NULL,17.00,NULL,NULL,86,TAUBE,3617,1957,NULL
500.0,NULL,NULL,16.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
501.6,NULL,NULL,969.00,NULL,NULL,490,AICKIN,1452,1939,NULL
501.6,NULL,NULL,820.00,NULL,NULL,456,AICKIN,1452,1939,NULL
501.6,NULL,NULL,691.00,NULL,NULL,457,AICKIN,1452,1939,NULL
501.6,NULL,NULL,615.00,NULL,NULL,489,AICKIN,1452,1939,NULL
501.6,NULL,NULL,378.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
501.6,NULL,NULL,131.00,NULL,NULL,492,AICKIN,1452,1939,NULL
501.6,NULL,NULL,114.00,NULL,NULL,491,AICKIN,1452,1939,NULL
507.6,NULL,NULL,853.00,NULL,NULL,490,AICKIN,1452,1939,NULL
507.6,NULL,NULL,740.00,NULL,NULL,456,AICKIN,1452,1939,NULL
507.6,NULL,NULL,561.00,NULL,NULL,489,AICKIN,1452,1939,NULL
507.6,NULL,NULL,312.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
507.6,NULL,NULL,120.00,NULL,NULL,492,AICKIN,1452,1939,NULL
507.6,NULL,NULL,105.00,NULL,NULL,491,AICKIN,1452,1939,NULL
509.0,NULL,NULL,1110000.00,NULL,NULL,228,BAZSA,5975,1989,"quoting Ford-Smith, ref 5935 (1961)"
509.0,NULL,NULL,500.00,NULL,NULL,229,BAZSA,5975,1989,"quoting Ford-Smith, ref 5935 (1961)"
509.0,NULL,NULL,NULL,NULL,"does not say if it is the max.",228,GEISELER,2089,1982,NULL
510.0,NULL,NULL,1110000.00,NULL,max.,228,FORD-SMITH,5395,1961,"citing Brandt(year 1952) and Moss(year 1942)"
510.0,NULL,NULL,31.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
510.0,NULL,NULL,NULL,NULL,"week band",672,ROTH,4580,2004,NULL
510.6,NULL,NULL,974.00,NULL,NULL,491,AICKIN,1452,1939,NULL
510.6,NULL,NULL,825.00,NULL,NULL,490,AICKIN,1452,1939,NULL
510.6,NULL,NULL,728.00,NULL,NULL,456,AICKIN,1452,1939,NULL
510.6,NULL,NULL,622.00,NULL,NULL,457,AICKIN,1452,1939,NULL
510.6,NULL,NULL,520.00,NULL,NULL,489,AICKIN,1452,1939,NULL
510.6,NULL,NULL,294.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
510.6,NULL,NULL,111.00,NULL,NULL,492,AICKIN,1452,1939,NULL
515.3,NULL,NULL,1059.00,NULL,NULL,492,AICKIN,1452,1939,NULL
515.3,NULL,NULL,910.00,NULL,NULL,491,AICKIN,1452,1939,NULL
515.3,NULL,NULL,789.00,NULL,NULL,490,AICKIN,1452,1939,NULL
515.3,NULL,NULL,608.00,NULL,NULL,456,AICKIN,1452,1939,NULL
515.3,NULL,NULL,557.00,NULL,NULL,457,AICKIN,1452,1939,NULL
515.3,NULL,NULL,447.00,NULL,NULL,489,AICKIN,1452,1939,NULL
515.3,NULL,NULL,251.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
518.0,NULL,NULL,735.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
518.0,NULL,NULL,18.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
520.0,NULL,NULL,910.00,NULL,NULL,385,POPOV,1360,1951,"temp.=25C, cited by Schweitzer, 1355(1971)"
520.0,NULL,NULL,830.00,NULL,NULL,12,RABINOWITCH,1361,1936,"temp.=25C, cited by Schweitzer, 1355(1971)"
520.0,NULL,NULL,703.00,NULL,NULL,387,SCHWEITZER,1355,1971,temp.=15C
520.0,NULL,NULL,702.00,NULL,NULL,387,SCHWEITZER,1355,1971,"temp.= 25°C"
520.0,NULL,NULL,692.00,NULL,NULL,387,SCHWEITZER,1355,1971,"temp.= 40 C"
520.0,NULL,NULL,462.00,NULL,NULL,145,SEERY,1362,1964,"temp.=25C, cited by Schweitzer, 1355(1971)"
520.0,NULL,NULL,364.00,NULL,NULL,388,SCHWEITZER,1355,1971,"temp.= 40 C"
520.0,NULL,NULL,363.00,NULL,NULL,388,SCHWEITZER,1355,1971,"temp.= 25°C"
520.0,NULL,NULL,347.00,NULL,NULL,388,SCHWEITZER,1355,1971,"temp.= 15 C"
520.0,NULL,NULL,293.00,NULL,NULL,386,POPOV,1360,1951,"temp.=25C, cited by Schweitzer, 1355(1971)"
520.0,NULL,NULL,270.00,NULL,NULL,238,SEERY,1362,1964,"temp.=25C, cited by Schweitzer, 1355(1971)"
520.0,NULL,NULL,166.00,NULL,NULL,389,SCHWEITZER,1355,1971,"temp.= 40 C"
520.0,NULL,NULL,159.00,NULL,NULL,389,SCHWEITZER,1355,1971,"temp.= 25°C"
520.0,NULL,NULL,157.00,NULL,NULL,389,SCHWEITZER,1355,1971,"temp.= 15 C"
520.0,NULL,NULL,94.00,NULL,NULL,456,POPOV,1360,1951,"temp.=25C, cited by Schweitzer, 1355(1971)"
520.0,NULL,NULL,23.00,NULL,NULL,86,TAUBE,3617,1957,NULL
520.0,NULL,NULL,22.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
521.0,NULL,NULL,705.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
521.0,NULL,NULL,17.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
522.0,NULL,NULL,900.00,NULL,NULL,492,AICKIN,1452,1939,NULL
522.0,NULL,NULL,807.00,NULL,NULL,491,AICKIN,1452,1939,NULL
522.0,NULL,NULL,694.00,NULL,NULL,490,AICKIN,1452,1939,NULL
522.0,NULL,NULL,525.00,NULL,NULL,456,AICKIN,1452,1939,NULL
522.0,NULL,NULL,399.00,NULL,NULL,489,AICKIN,1452,1939,NULL
522.0,NULL,NULL,226.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
522.0,NULL,NULL,226.00,NULL,NULL,457,AICKIN,1452,1939,NULL
525.0,NULL,NULL,2420000.00,NULL,NULL,198,PEREZ-BENITO,722,1990,NULL
525.0,NULL,NULL,799.00,NULL,NULL,491,AICKIN,1452,1939,NULL
